TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-02-18 11:55:10.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-99D3
2023-02-18 11:55:10.965,0.96407247,0.4964728,1.1120327,0.85758066,0.6009871,0.4942672,0.8623412,0.41676012,0.6980557,0.4563488,0.5820881,0.82329655,0.5373457,0.049754135,0.45613652,0.33157736,-0.0048464253,-0.44919923,0.08915808,0.18961656,844.5421,796.1905,788.1319,788.93774,668.86444,0.1787109375,-0.12762451171875,0.986572265625,2.100982666015625,-5.00946044921875,0.500946044921875,1,1.0,1.0,1.0,1.0,80.00
2023-02-18 11:55:11.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-02-18 11:55:11.983,1.0213829,0.4561921,1.127607,0.8006179,0.6127248,0.6120082,0.6262383,0.48469812,0.67877525,0.36448333,0.7873219,0.5727317,0.4471118,0.1176677,0.5232374,0.53631115,0.087005235,-0.30915225,-0.15415575,0.28392914,863.47986,787.326,758.315,813.1135,782.8938,0.17901611328125,-0.134033203125,0.9775390625,1.79443359375,-4.32159423828125,-0.13458251953125,1,1.0,1.0,1.0,1.0,80.00
2023-02-18 11:55:12.988,1.0048829,0.5632361,1.0519832,0.73170286,0.73004436,0.61341757,0.5065322,0.5227073,0.6589616,0.2732072,0.72148615,0.5136617,0.48706982,0.03549339,0.46801525,0.6988755,0.09717334,-0.20431449,-0.1917122,0.27617952,791.75824,805.4579,799.41394,749.45056,799.81683,0.17510986328125,-0.13311767578125,0.98541259765625,1.03179931640625,-3.81317138671875,-1.128997802734375,1,1.0,1.0,1.0,1.0,80.00
2023-02-18 11:55:13.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-02-18 11:55:13.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-02-18 11:55:13.996,1.0048829,0.90588516,0.8571218,0.73170286,0.73004436,0.6305209,0.68146026,0.5227073,0.6589616,0.644641,0.59249413,0.5136617,0.48706982,0.2826971,0.6602342,0.6988755,0.09717334,-0.057786804,0.9123854,0.27617952,858.6447,783.69965,828.8278,821.5751,898.93774,0.1719970703125,-0.1297607421875,0.98406982421875,0.829925537109375,-5.14404296875,-2.1533203125,1,1.0,1.0,1.0,1.0,80.00
2023-02-18 11:55:14.996,1.2586468,1.1428689,0.78160626,1.2170993,1.0415684,0.46495956,0.5917486,1.0748932,1.1674206,0.6926226,0.53115284,1.2288581,0.46984303,0.3736036,0.70782065,0.67636216,0.12632118,-0.24084249,0.90652364,0.21667281,827.2161,810.293,774.43225,790.54944,673.69965,0.1810302734375,-0.1317138671875,0.9837646484375,1.069183349609375,-4.80010986328125,-1.4056396484375,1,1.0,1.0,1.0,1.0,80.00
2023-02-18 11:55:15.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-02-18 11:55:15.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
