TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-03-04 10:07:58.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-99D3
2024-03-04 10:07:58.511,0.6856598,0.77271897,0.0,1.0602473,0.7201708,0.69061476,0.0,0.8912931,1.1959226,0.50347346,0.0,1.0317243,0.7220422,0.09016317,0.0,0.97556275,0.9103629,-0.29995224,0.0,0.5796268,903.36993,907.3993,446.84982,909.81683,1006.9231,0.15576171875,-0.06634521484375,0.994140625,2.564544677734375,-5.884246826171875,1.51031494140625,1,2.0,1.0,4.0,2.0,40.00
2024-03-04 10:07:58.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:07:59.513,0.6856598,0.77271897,0.0,1.2297214,0.7201708,0.69061476,0.0,1.1110371,1.1959226,0.50347346,0.0,1.1225567,0.7220422,0.09016317,0.0,1.0383172,0.9103629,-0.29995224,0.0,1.0426184,904.57874,854.61536,766.3736,927.1429,919.4872,0.16070556640625,-0.05181884765625,0.990966796875,1.51031494140625,-4.68048095703125,-1.099090576171875,1,1.0,1.0,1.0,1.0,40.00
2024-03-04 10:07:59.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:00.514,0.6856598,1.4224386,0.0,1.1851592,0.7201708,1.1411091,0.0,1.2321478,1.1959226,0.8468994,0.0,1.1225567,0.7220422,0.28993073,0.0,0.985617,0.9103629,-0.07510616,0.0,1.1349778,754.2857,842.52747,780.07324,802.23444,586.6667,0.1650390625,-0.057373046875,0.98883056640625,2.093505859375,-3.611297607421875,-1.592559814453125,1,1.0,1.0,1.0,1.0,40.00
2024-03-04 10:08:01.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:01.521,0.6856598,1.190051,0.0,1.1851592,0.7201708,0.7363026,0.0,1.2321478,1.1959226,0.8871774,0.0,1.1225567,0.7220422,0.24742334,0.0,0.985617,0.9103629,-0.050816283,0.0,1.1349778,727.28937,873.95605,1379.2307,723.2601,665.64105,0.16192626953125,-0.0625,0.99200439453125,1.966400146484375,-3.386993408203125,-1.7645263671875,1,1.0,1.0,1.0,1.0,40.00
2024-03-04 10:08:02.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:02.531,1.028415,0.77831024,0.0,1.0561119,0.7163771,0.966312,0.0,0.8466665,0.9390597,1.1849691,0.0,0.8177924,0.70493823,0.5487621,0.0,0.9904571,0.45174965,0.036576293,0.0,0.51438785,871.53845,850.989,830.0366,855.42126,889.67035,0.164306640625,-0.06549072265625,0.99017333984375,1.981353759765625,-4.3365478515625,-1.652374267578125,1,1.0,1.0,1.0,1.0,40.00
2024-03-04 10:08:03.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:03.548,1.2757623,1.0758426,0.0,1.1036918,0.909663,1.3098643,0.0,0.8883474,0.87104917,1.1849691,0.0,0.8131072,0.71832156,0.77642244,0.0,1.021288,0.37267715,0.021503286,0.0,0.5394108,852.1978,846.9597,801.4286,819.15753,772.4176,0.15618896484375,-0.05364990234375,0.99542236328125,11.065673828125,-0.171966552734375,1.8841552734375,1,1.0,1.0,4.0,1.0,40.00
2024-03-04 10:08:03.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:04.567,1.359522,1.0758426,0.0,1.1036918,0.95344526,1.3098643,0.0,0.8883474,0.85386646,1.1849691,0.0,0.8131072,0.7189841,0.77642244,0.0,1.021288,0.3512913,0.021503286,0.0,0.5394108,994.83514,838.0952,110.40293,940.4396,916.26373,0.0992431640625,0.0296630859375,0.98785400390625,4.6356201171875,-24.127655029296875,-11.237640380859375,1,1.0,1.0,2.0,1.0,40.00
2024-03-04 10:08:05.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:05.582,1.359522,1.0758426,0.0,1.1036918,0.95344526,1.3098643,0.0,0.8883474,0.85386646,1.1849691,0.0,0.8131072,0.7189841,0.77642244,0.0,1.021288,0.3512913,0.021503286,0.0,0.5394108,759.12085,858.24176,444.83517,794.9817,491.97803,0.14306640625,-0.012939453125,1.00665283203125,0.755157470703125,-7.768402099609375,1.5252685546875,1,2.0,1.0,2.0,2.0,40.00
2024-03-04 10:08:06.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:06.587,0.85997754,1.0758426,0.0,1.1036918,0.6646853,1.3098643,0.0,0.8883474,1.134524,1.1849691,0.0,0.8131072,0.9172915,0.77642244,0.0,1.021288,0.38674104,0.021503286,0.0,0.5394108,896.1172,840.9158,635.42126,880.0,1105.238,0.13592529296875,-0.01507568359375,0.99371337890625,3.476715087890625,-3.267364501953125,-0.7476806640625,1,1.0,1.0,2.0,1.0,40.00
2024-03-04 10:08:07.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:07.614,0.83104694,1.0758426,0.0,1.0778015,0.85214317,1.3098643,0.0,1.09376,1.0816951,1.1849691,0.0,1.0726907,0.84506196,0.77642244,0.0,0.9479929,0.43246883,0.021503286,0.0,0.50055593,750.65936,815.5311,798.60803,772.4176,639.85345,0.1329345703125,-0.0146484375,1.0001220703125,1.0467529296875,-4.0972900390625,-1.36077880859375,1,1.0,1.0,2.0,1.0,40.00
2024-03-04 10:08:08.628,0.6106127,1.0758426,0.0,0.6692043,0.8495158,1.3098643,0.0,0.8102732,0.72218376,1.1849691,0.0,1.0145522,0.8335602,0.77642244,0.0,0.7587067,0.4908847,0.021503286,0.0,0.47476998,975.09155,835.6777,936.8132,915.8608,1032.3077,0.1201171875,-0.01934814453125,0.99053955078125,1.398162841796875,-3.349609375,-4.254302978515625,1,1.0,1.0,2.0,1.0,40.00
2024-03-04 10:08:08.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-04 10:08:09.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
