TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-03-13 11:06:21.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-99D3
2024-03-13 11:06:21.972,0.5610173,1.2067336,1.0796952,1.078037,0.41475084,0.9426126,1.2330319,1.3255525,0.93855965,0.68983376,0.5842974,1.0298558,0.8336313,0.6141186,0.20778713,0.9321409,0.44077662,0.09552881,-0.3750176,0.8759602,850.989,800.2198,801.8315,839.707,709.9634,0.33929443359375,0.09735107421875,0.9393310546875,2.205657958984375,-3.87298583984375,-1.00189208984375,1,2.0,1.0,1.0,2.0,25.00
2024-03-13 11:06:22.770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:22.983,1.0063893,0.9510207,0.7409087,1.078037,0.48342824,0.4681042,0.19042678,1.3255525,0.5508477,0.54470044,0.15835537,1.0298558,0.716277,0.019417843,-0.22020535,0.9321409,0.27246687,-0.51467544,-0.4821611,0.8759602,808.2784,793.7729,781.685,807.47253,768.3883,0.34893798828125,0.0948486328125,0.9439697265625,2.474822998046875,-4.000091552734375,-1.532745361328125,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:23.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:23.996,0.78215456,0.9703543,0.766275,1.078037,0.4127931,0.6496742,-0.040750105,1.3255525,0.42976716,0.43047258,-0.02000887,1.0298558,0.75613195,-0.27637106,-0.17695303,0.9321409,0.2081305,-0.44607422,-0.5324743,0.8759602,913.44324,782.0879,782.8938,865.4945,725.6777,0.31219482421875,0.10284423828125,0.93701171875,1.5850830078125,-5.480499267578125,0.9869384765625,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:24.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:25.004,0.78215456,1.121757,0.766275,1.078037,0.4127931,0.8056476,-0.040750105,1.3255525,0.42976716,0.43047258,-0.02000887,1.0298558,0.75613195,-0.3560875,-0.17695303,0.9321409,0.2081305,-0.4075386,-0.5324743,0.8759602,805.05493,798.60803,794.17584,809.0842,777.25275,0.318115234375,0.1043701171875,0.9456787109375,1.622467041015625,-3.828125,-0.979461669921875,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:26.012,1.1506928,0.7054175,0.60211855,1.3929498,0.79954135,0.15905975,-0.306923,0.9873612,0.86700016,0.22702663,0.039796695,1.0714183,0.5663525,0.01449172,0.012347997,0.646212,0.26801234,-0.17805369,-0.24540438,0.32173836,828.4249,796.5934,800.2198,838.49817,813.5165,0.317626953125,0.10382080078125,0.946044921875,1.158905029296875,-3.75335693359375,-1.77947998046875,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:27.024,0.79286927,0.6275896,0.49400914,1.467523,0.6085355,0.023812031,0.086729854,1.0761446,0.9517839,0.4416274,0.23813884,1.3669686,0.5200856,0.14706717,0.14788988,0.68903154,0.26786816,-0.16862154,-0.11931438,0.46412057,828.4249,806.6667,789.7436,804.65204,723.2601,0.30889892578125,0.10272216796875,0.94659423828125,0.426177978515625,-3.491668701171875,-2.385101318359375,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:28.036,1.109101,0.4743637,0.40080926,1.4952244,0.76679015,-0.17398295,0.23240711,1.2638012,0.94597495,0.43382484,0.2462741,1.3589046,0.52926165,0.061650034,8.5632206E-4,0.8332042,0.103562415,-0.3142892,-0.0174602,0.46721897,814.7253,821.1722,803.8461,811.50183,850.989,0.3135986328125,0.1060791015625,0.95477294921875,2.31781005859375,-4.366455078125,-0.201873779296875,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:28.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:28.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:29.052,1.0578985,1.0081869,0.44697714,1.7041591,0.54809433,0.6884707,0.018949509,1.3506845,0.6994615,0.7322841,0.14688478,0.95307994,0.57394075,0.21927938,0.021214254,0.8787589,0.07809036,-0.31728646,-0.044879854,0.31914118,835.2747,823.1868,775.64105,844.94507,853.4066,0.32647705078125,0.1224365234375,0.93829345703125,1.368255615234375,-4.59075927734375,-1.562652587890625,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:30.069,0.7933641,1.2340951,0.8716665,1.7041591,0.29295668,0.95709026,0.5929943,1.3506845,0.32997167,0.7322841,0.44029883,0.95307994,0.59035856,0.33598468,0.28374818,0.8787589,0.12499464,-0.13632718,0.16808942,0.31914118,901.75824,796.5934,773.6264,889.2674,695.05493,0.3114013671875,0.1143798828125,0.94500732421875,1.517791748046875,-4.209442138671875,-0.635528564453125,1,1.0,1.0,1.0,1.0,25.00
2024-03-13 11:06:30.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:30.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:31.085,0.7933641,1.4246215,1.1669165,1.7041591,0.29295668,1.1430168,0.995478,1.3506845,0.32997167,0.72697055,0.95303166,0.95307994,0.59035856,-0.046032973,0.21743605,0.8787589,0.12499464,-0.39937258,0.111519836,0.31914118,805.8608,811.9048,801.02563,806.6667,654.35895,0.31243896484375,0.11822509765625,0.94403076171875,1.592559814453125,-3.775787353515625,-1.323394775390625,1,2.0,1.0,1.0,2.0,25.00
2024-03-13 11:06:32.094,0.7933641,1.1443139,1.2409401,1.7041591,0.29295668,0.8814463,1.1130366,1.3506845,0.32997167,0.7262487,0.9488005,0.95307994,0.59035856,-0.14710748,0.08992361,0.8787589,0.12499464,-0.4764411,0.080096565,0.31914118,844.1392,811.50183,790.54944,821.5751,686.1905,0.31951904296875,0.1175537109375,0.94647216796875,1.188812255859375,-3.6785888671875,-1.24114990234375,1,2.0,1.0,1.0,2.0,25.00
2024-03-13 11:06:32.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-03-13 11:06:33.114,0.7933641,0.80591536,1.2409401,1.7041591,0.29295668,0.5249986,1.1130366,1.3506845,0.32997167,0.25675339,0.9488005,0.95307994,0.59035856,-0.057326056,0.08992361,0.8787589,0.12499464,-0.4807627,0.080096565,0.31914118,802.23444,807.0696,808.68134,827.2161,936.0073,0.31878662109375,0.1151123046875,0.94329833984375,1.682281494140625,-4.523468017578125,-0.665435791015625,1,2.0,1.0,1.0,2.0,25.00
2024-03-13 11:06:33.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
